customer_id,dob,age,age_imputed,gender,location,account_balance,tx_count,total_spend
C1019778,1990-06-07,26,26,M,JAIPUR,9964.84,2,1557.10
C1023504,1973-10-19,43,43,M,THANE,417.42,3,765.93
C1026700,1981-07-16,35,35,M,INDORE,401.95,4,2317.30
C1019426,1970-10-27,46,46,M,HYDERABAD,17979.37,3,2719.41
C1042219,1973-11-09,43,43,M,THANE,9872.90,2,1374.15
C1014706,1977-08-05,39,39,F,KOLKATA,27005.74,2,777.12
C1000752,1985-07-14,31,31,M,PUNE,31055.35,3,654.39
C1000936,1955-11-06,61,61,F,HYDERABAD,8526.31,2,673.26
C1016908,1965-05-08,51,51,M,MUMBAI,17142.70,2,618.09
C1007981,1967-11-06,49,49,M,NEW DELHI,12559.59,1,386.16
C1045054,1967-03-19,49,49,M,MUMBAI,7428.96,1,243.29
C1030761,1991-10-23,25,25,M,GURGAON,7182.39,1,10.49
C1015118,1952-11-22,64,64,F,NOIDA,9198.21,2,1231.24
C1034349,1994-12-09,22,22,M,KOLKATA,7468.05,3,7804.68
C1049054,1993-01-04,23,23,M,KOLKATA,16372.49,1,1032.32
C1027253,1966-02-26,50,50,M,PUNE,53623.70,2,8440.08
C1048554,1986-02-28,30,30,F,BANGALORE,30763.67,2,3340.88
C1034028,1995-06-27,21,21,M,JAIPUR,27248.38,3,2699.48
C1026970,,,42,M,BANGALORE,6075.42,2,544.54
C1037200,1987-09-08,29,29,F,KOLKATA,16817.18,5,2101.35
C1049938,1972-01-03,44,44,M,AHMEDABAD,35175.35,3,2611.12
C1006196,1965-09-23,51,51,M,BANGALORE,18036.00,4,6127.71
C1001539,1980-04-26,36,36,M,HYDERABAD,6617.52,3,875.27
C1041833,1987-01-07,29,29,M,NOIDA,32148.40,1,101.12
C1030222,1978-11-02,38,38,M,PUNE,1709.98,4,1682.65
C1029537,,,42,M,JAIPUR,16286.99,3,5809.30
C1003573,1981-03-17,35,35,F,NEW DELHI,118997.00,2,2636.53
C1043377,1961-11-26,55,55,M,CHENNAI,13423.58,4,1094.38
C1016919,,,42,M,PUNE,26095.17,3,4662.94
C1015083,1996-01-26,20,20,M,BANGALORE,8803.98,3,532.55
C1038556,1977-09-07,39,39,F,MUMBAI,114147.27,2,829.99
C1028111,1966-04-04,50,50,M,THANE,37025.73,2,1425.76
C1000072,1957-04-10,59,59,M,PUNE,10720.03,3,875.10
C1045719,1998-12-09,18,18,F,KOLKATA,8455.29,3,5038.93
C1033467,1970-07-20,46,46,M,BANGALORE,11250.21,1,290.50
C1030421,1995-04-18,21,21,M,AHMEDABAD,65677.24,1,1027.66
C1023900,1959-06-20,57,57,M,THANE,61122.00,2,2186.55
C1034019,1978-06-21,38,38,M,BANGALORE,9309.87,3,1386.46
C1031512,,,42,M,MUMBAI,37809.85,4,1151.39
C1018786,1996-10-28,20,20,F,KOLKATA,10068.42,1,107.71
C1031987,1958-09-01,58,58,M,MUMBAI,9200.53,1,169.90
C1026028,1980-10-21,36,36,M,SURAT,51770.95,1,113.59
C1003008,1951-09-07,65,65,M,THANE,56449.10,2,252.61
C1036770,1980-01-18,36,36,F,HYDERABAD,12509.06,2,431.94
C1027454,1966-01-01,50,50,M,BANGALORE,37735.44,4,546.51
C1012284,,,42,F,HYDERABAD,19676.84,2,1484.37
C1027334,1969-11-08,47,47,F,THANE,22992.32,1,441.26
C1016683,,,42,F,BANGALORE,5924.70,2,4139.24
C1010665,1954-01-28,62,62,M,NEW DELHI,8978.11,2,467.70
C1006875,1963-04-14,53,53,F,NEW DELHI,14825.56,1,430.13
C1007332,1966-03-04,50,50,F,CHENNAI,61050.61,2,597.57
C1030449,1989-12-15,27,27,M,LUCKNOW,17544.21,3,774.93
C1021612,1963-09-01,53,53,F,MUMBAI,140588.96,2,2937.57
C1019017,1974-08-23,42,42,M,NOIDA,9803.84,4,2704.77
C1031131,1989-05-12,27,27,F,PUNE,20109.65,2,1841.27
C1038820,1969-12-11,47,47,M,MUMBAI,43278.51,2,557.70
C1010569,1958-07-13,58,58,F,GURGAON,4055.27,3,1828.85
C1021225,,,42,M,BANGALORE,7865.82,1,180.83
C1008390,1988-12-26,28,28,F,CHENNAI,10810.26,1,371.12
C1021109,1951-06-08,65,65,M,NEW DELHI,4825.33,3,727.29
C1000275,1967-12-19,49,49,F,CHENNAI,13218.02,3,5895.29
C1024771,1977-05-15,39,39,F,NOIDA,26820.63,2,1733.46
C1003607,1966-03-02,50,50,F,HYDERABAD,50023.14,2,524.30
C1007560,1980-05-07,36,36,M,PUNE,201998.11,2,574.64
C1020614,1990-09-17,26,26,F,HYDERABAD,48496.17,1,2884.83
C1037754,1993-10-25,23,23,UNKNOWN,MUMBAI,108166.42,3,1939.61
C1033378,1990-04-01,26,26,M,NEW DELHI,8088.93,2,479.28
C1049931,,,42,M,MUMBAI,102137.88,5,3005.74
C1048101,1966-11-03,50,50,M,LUCKNOW,17516.37,3,1846.73
C1012729,1966-12-18,50,50,M,MUMBAI,38711.69,2,9603.76
C1001992,1957-01-19,59,59,M,NEW DELHI,9871.42,1,8363.14
C1033894,1980-11-16,36,36,M,THANE,30506.00,3,2284.99
C1014937,,,42,M,MUMBAI,11577.58,4,1739.36
C1021099,1993-01-23,23,23,M,NEW DELHI,59929.20,3,2326.73
C1049062,1952-06-06,64,64,M,NOIDA,13910.43,3,627.83
C1042406,1966-02-03,50,50,M,BANGALORE,14419.95,2,181.13
C1029060,1958-05-10,58,58,M,PUNE,11988.87,4,3282.61
C1025701,1971-12-26,45,45,M,NEW DELHI,49593.86,2,1442.27
C1014974,1997-04-03,19,19,F,HYDERABAD,31653.34,2,454.53
C1038644,1972-02-27,44,44,M,MUMBAI,15903.01,2,3220.40
C1013824,1965-12-26,51,51,M,KOLKATA,261389.09,2,218.47
C1044699,1977-03-25,39,39,F,MUMBAI,14439.14,2,2643.79
C1024487,1976-01-17,40,40,M,BANGALORE,6615.30,5,4074.96
C1013222,1989-08-05,27,27,M,NEW DELHI,6856.50,3,4953.45
C1021222,,,42,M,MUMBAI,3986.63,1,704.94
C1042418,1996-06-09,20,20,M,MUMBAI,11591.63,3,2298.19
C1031846,1952-02-26,64,64,M,BANGALORE,23485.01,2,2012.64
C1011623,1953-10-11,63,63,M,INDORE,5486.81,1,456.96
C1017624,1975-08-08,41,41,M,KOLKATA,9357.24,2,862.93
C1036560,1967-01-28,49,49,F,NEW DELHI,45950.96,2,980.86
C1019481,,,42,M,PUNE,329506.37,4,5331.68
C1032958,1965-05-06,51,51,F,CHENNAI,2554.54,2,6051.90
C1026334,1990-01-15,26,26,F,BANGALORE,20346.11,2,630.19
C1029405,,,42,M,GURGAON,8111.68,5,1776.72
C1024356,1962-02-02,54,54,M,HYDERABAD,22486.23,3,4900.64
C1028508,1953-02-23,63,63,F,NOIDA,17764.63,2,1185.07
C1046737,1965-10-19,51,51,M,NEW DELHI,24970.69,1,563.98
C1007268,,,42,F,THANE,45248.30,3,2836.89
C1038156,,,42,M,HYDERABAD,22634.44,2,946.02
C1023889,1960-12-18,56,56,M,THANE,30858.14,2,311.09
C1025817,1978-04-06,38,38,F,PUNE,33569.33,3,1036.02
C1017459,1995-01-15,21,21,M,JAIPUR,65648.90,2,203.89
C1033015,,,42,M,NOIDA,7802.17,3,530.11
C1008593,1978-12-26,38,38,M,AHMEDABAD,14897.92,2,759.23
C1002915,,,42,M,BANGALORE,75581.02,2,575.25
C1038729,1990-06-19,26,26,M,PATNA,15635.87,3,406.89
C1028874,1963-05-11,53,53,M,SURAT,23024.94,4,2932.47
C1009325,1971-03-23,45,45,F,PUNE,8349.04,2,1115.19
C1031572,1955-02-04,61,61,M,CHENNAI,11028.54,1,471.07
C1025442,1957-05-08,59,59,M,NEW DELHI,12882.66,1,993.76
C1006498,1995-03-28,21,21,M,PUNE,51459.57,3,1699.41
C1037467,,,42,M,THANE,2896.99,1,97.31
C1008857,1955-01-15,61,61,F,JAIPUR,18044.47,2,832.04
C1014898,1962-11-09,54,54,F,HYDERABAD,21350.62,4,1031.72
C1003095,1978-06-16,38,38,M,BANGALORE,26613.49,3,2910.36
C1039313,1960-11-22,56,56,M,KOLKATA,23441.17,3,7365.57
C1022641,1972-11-26,44,44,F,AHMEDABAD,82221.85,3,2518.51
C1019966,1973-05-01,43,43,M,KOLKATA,50269.50,1,42.39
C1005292,1992-04-04,24,24,M,THANE,24372.97,1,817.82
C1013853,1979-06-14,37,37,M,NEW DELHI,10047.55,3,7125.49
C1000065,1990-06-24,26,26,M,GURGAON,1229.15,1,189.22
C1036181,1998-02-04,18,18,M,NEW DELHI,12436.32,2,1044.39
C1021401,1979-05-08,37,37,F,MUMBAI,10719.26,3,4459.52
C1034106,1969-07-15,47,47,M,MUMBAI,13566.14,2,3335.62
C1011344,1956-10-20,60,60,M,BANGALORE,12655.65,1,297.11
C1032918,1979-07-18,37,37,F,MUMBAI,9530.07,2,1175.10
C1035591,1977-05-10,39,39,M,PUNE,6966.20,2,1427.32
C1028711,1963-04-10,53,53,M,MUMBAI,11803.40,2,2585.01
C1005043,1993-11-24,23,23,M,CHENNAI,7040.36,2,125.34
C1040308,1963-08-10,53,53,M,THANE,16491.49,1,377.79
C1000597,1989-03-06,27,27,M,LUCKNOW,8013.64,2,1112.94
C1021360,,,42,M,THANE,2920.39,3,3901.78
C1002799,1957-04-08,59,59,M,KOLKATA,20905.00,3,10800.76
C1012803,1973-06-27,43,43,M,MUMBAI,10556.37,2,732.81
C1011760,1991-12-28,25,25,M,CHENNAI,17381.99,2,1898.18
C1027208,1955-12-02,61,61,F,NEW DELHI,13380.60,3,1687.64
C1019037,1971-11-05,45,45,F,THANE,14938.26,4,3487.08
C1013975,1987-02-09,29,29,M,MUMBAI,13096.90,4,3326.31
C1019901,1989-06-26,27,27,M,NEW DELHI,18751.38,3,1407.70
C1002147,1954-12-23,62,62,F,PUNE,9186.41,1,35.74
C1041032,1993-12-06,23,23,M,CHENNAI,33174.08,3,2317.84
C1006272,1989-11-15,27,27,M,PUNE,1410.61,3,1488.66
C1016505,1953-10-01,63,63,F,MUMBAI,33213.95,2,4742.03
C1000940,,,42,F,HYDERABAD,48473.10,2,1246.42
C1020351,1986-04-25,30,30,M,NOIDA,3754.98,3,2728.95
C1042669,1986-04-20,30,30,M,HYDERABAD,33919.00,6,6558.58
C1026438,1960-10-15,56,56,M,BANGALORE,1788.13,2,292.07
C1025448,1966-04-17,50,50,M,GURGAON,7633.00,1,411.21
C1033899,1957-12-02,59,59,F,NEW DELHI,6991.75,5,5227.22
C1009858,1977-05-05,39,39,M,KOLKATA,9128.88,4,3994.86
C1033726,1979-10-03,37,37,M,CHENNAI,38294.17,3,3332.21
C1018745,1991-01-02,25,25,M,CHENNAI,21046.51,4,2403.37
C1010752,1986-09-28,30,30,M,BANGALORE,9835.61,3,2999.26
C1006959,1966-01-25,50,50,M,GURGAON,40810.88,2,621.88
C1036321,1990-03-14,26,26,M,AHMEDABAD,14224.52,2,1266.43
C1000901,1993-06-21,23,23,M,GURGAON,9764.97,3,3097.00
C1022169,1952-07-02,64,64,M,PUNE,79868.72,1,270.68
C1033281,1968-09-12,48,48,M,NEW DELHI,22411.73,3,1051.48
C1035405,1983-08-01,33,33,M,BANGALORE,4453.94,1,78.49
C1049537,1977-12-23,39,39,M,CHENNAI,114919.72,2,799.15
C1014762,1988-09-10,28,28,M,PUNE,11183.42,4,1182.26
C1035996,1963-02-26,53,53,F,THANE,8421.69,3,912.80
C1048163,1968-09-20,48,48,F,BANGALORE,143406.64,2,713.54
C1028776,1991-01-22,25,25,M,NEW DELHI,7730.19,2,895.69
C1045645,1983-07-28,33,33,M,MUMBAI,6768.23,1,453.10
C1015352,1980-09-23,36,36,M,MUMBAI,7618.25,3,2004.71
C1003362,1975-02-27,41,41,M,MUMBAI,11104.69,2,2863.44
C1005073,1993-10-02,23,23,M,HYDERABAD,9742.29,1,244.73
C1010814,1990-04-03,26,26,M,NOIDA,13433.58,5,2767.24
C1027734,1959-05-18,57,57,M,KOLKATA,980.14,4,6161.24
C1024493,1980-06-08,36,36,M,GURGAON,15559.32,3,5531.12
C1017039,1960-09-04,56,56,M,HYDERABAD,24424.43,3,1306.87
C1002275,1994-10-09,22,22,F,MUMBAI,33084.03,1,748.39
C1049923,1987-06-17,29,29,M,THANE,5160.32,2,4198.07
C1005445,,,42,M,HYDERABAD,9379.26,5,3776.69
C1025804,,,42,M,MUMBAI,2844.99,1,839.10
C1030247,1960-01-10,56,56,M,NEW DELHI,21908.37,2,2111.79
C1020160,1953-04-09,63,63,M,THANE,3101.46,3,2633.50
C1038672,1997-09-07,19,19,M,BANGALORE,32110.54,2,1553.46
C1030887,1996-09-13,20,20,M,CHENNAI,21504.25,1,681.81
C1023015,1976-07-07,40,40,M,JAIPUR,11397.90,1,225.03
C1007563,1959-06-01,57,57,M,PUNE,16254.27,4,4542.20
C1027649,1980-03-08,36,36,M,MUMBAI,2729.77,3,2615.16
C1008714,1957-07-19,59,59,M,BANGALORE,25951.94,4,4463.47
C1024554,1981-09-17,35,35,F,NEW DELHI,25117.95,1,397.92
C1018322,1955-04-01,61,61,F,HYDERABAD,23864.74,2,1048.80
C1020766,1981-01-06,35,35,F,MUMBAI,7524.34,1,250.55
C1025119,1994-01-21,22,22,M,MUMBAI,4526.91,3,1415.13
C1006739,1971-01-01,45,45,F,KOLKATA,39996.87,1,86.01
C1026776,1967-01-03,49,49,M,BANGALORE,12061.70,1,24.17
C1017701,1969-05-22,47,47,M,MUMBAI,9554.73,5,7094.28
C1010003,1972-09-10,44,44,M,MUMBAI,25742.99,2,304.70
C1047791,1998-02-12,18,18,M,MUMBAI,5909.33,2,311.79
C1029188,1997-03-13,19,19,M,MUMBAI,14328.13,1,321.64
C1038158,1985-08-04,31,31,M,AHMEDABAD,36992.22,3,2842.78
C1007228,1953-02-19,63,63,M,CHENNAI,5230.55,2,1334.10
C1026551,1998-10-12,18,18,M,MUMBAI,10951.31,3,1062.37
C1025535,1984-09-07,32,32,M,CHENNAI,16796.19,2,189.51
C1019294,1955-07-05,61,61,F,AHMEDABAD,10125.75,4,8557.55
C1040353,1994-07-16,22,22,M,MUMBAI,7712.93,2,1668.39
C1043781,1984-05-07,32,32,F,BANGALORE,1168.38,2,1303.88
C1046771,1970-05-21,46,46,M,THANE,27585.50,1,1127.07
C1029407,1998-08-09,18,18,M,MUMBAI,9339.18,3,1662.21
C1039589,1967-08-06,49,49,M,PUNE,34202.90,2,2126.19
C1034201,1957-02-12,59,59,M,BANGALORE,7588.41,2,734.23
C1013767,1951-02-01,65,65,M,KOLKATA,19940.84,2,2115.46
C1039045,1982-06-02,34,34,F,NEW DELHI,24054.10,2,405.09
C1043960,1976-04-27,40,40,M,BANGALORE,5483.29,4,1710.04
C1008517,1965-03-05,51,51,M,BANGALORE,53450.12,3,3254.20
C1040983,,,42,M,MUMBAI,11068.67,5,2289.57
C1013046,1968-10-12,48,48,M,NEW DELHI,12884.40,2,428.77
C1027345,1951-08-12,65,65,M,THANE,42528.92,1,489.41
C1021469,,,42,F,MUMBAI,15639.96,2,761.11
C1028337,1980-12-05,36,36,M,MUMBAI,28128.61,2,994.05
C1016020,1953-08-11,63,63,M,NEW DELHI,36373.45,4,2921.51
C1008830,1994-08-10,22,22,M,BANGALORE,36334.27,2,794.07
C1047754,1973-06-23,43,43,M,BANGALORE,9350.53,2,577.76
C1012940,1966-07-10,50,50,M,HYDERABAD,6619.09,1,1460.47
C1041439,1967-03-01,49,49,M,MUMBAI,8304.98,1,645.37
C1037465,1991-11-13,25,25,F,AHMEDABAD,8344.71,2,1030.06
C1025814,1952-08-10,64,64,M,THANE,15903.36,4,2619.44
C1037369,1988-07-17,28,28,M,PATNA,76097.08,2,2927.94
C1025142,1970-11-05,46,46,M,HYDERABAD,38199.25,4,2220.63
C1011156,1956-12-15,60,60,F,PUNE,16558.94,4,4587.40
C1036719,1971-09-11,45,45,M,PUNE,53881.55,1,281.11
C1045425,1994-05-28,22,22,F,SURAT,7986.31,6,11792.14
C1037775,1959-09-12,57,57,M,BANGALORE,13528.01,1,176.29
C1001596,1995-05-18,21,21,M,PUNE,16158.41,2,452.64
C1029413,1971-06-21,45,45,F,CHENNAI,8720.90,1,257.54
C1007758,1953-08-09,63,63,M,KOLKATA,206510.21,2,256.12
C1043647,1954-03-26,62,62,F,CHENNAI,7910.71,6,2877.10
C1039813,1985-02-15,31,31,M,NEW DELHI,6297.00,2,5644.38
C1026225,1974-03-21,42,42,F,GURGAON,17539.92,2,804.72
C1041324,1988-06-19,28,28,M,MUMBAI,3292.92,3,6421.38
C1006974,1967-01-26,49,49,F,CHENNAI,10246.23,6,3948.61
C1008285,1984-12-17,32,32,M,KOLKATA,13663.62,2,461.74
C1040124,1988-10-03,28,28,F,HYDERABAD,83550.34,1,881.46
C1032823,,,42,F,BANGALORE,17825.09,3,2303.46
C1002376,1967-01-06,49,49,F,NEW DELHI,154743.36,1,184.45
C1045951,1951-09-12,65,65,F,MUMBAI,13755.74,2,826.34
C1017305,1983-12-27,33,33,F,PUNE,24211.31,2,854.27
C1016898,1976-08-28,40,40,M,NEW DELHI,7950.43,3,1201.15
C1012491,1990-12-20,26,26,M,MUMBAI,49717.72,2,360.29
C1025320,1951-01-27,65,65,M,BANGALORE,5948.49,3,2193.87
C1012039,1998-08-17,18,18,F,NEW DELHI,22335.43,2,940.08
C1043697,1973-05-25,43,43,F,NEW DELHI,42367.37,5,1509.40
C1013854,1987-07-17,29,29,M,NEW DELHI,29088.62,2,2812.38
C1028129,1993-09-11,23,23,F,CHENNAI,13404.50,2,848.97
C1040760,1972-10-18,44,44,M,MUMBAI,6670.81,3,4480.60
C1047339,1954-09-19,62,62,M,GURGAON,13571.32,3,1852.46
C1002775,1958-03-27,58,58,F,HYDERABAD,16469.97,1,645.84
C1047932,1986-08-16,30,30,M,HYDERABAD,1268.59,1,87.25
C1032566,1967-05-08,49,49,F,GURGAON,6443.08,2,1598.13
C1049683,1990-04-26,26,26,M,NOIDA,10153.78,2,7207.69
C1017301,,,42,M,HYDERABAD,19666.68,2,7112.13
C1035182,1957-04-25,59,59,M,CHENNAI,21415.06,3,2235.26
C1024358,1961-08-10,55,55,F,HYDERABAD,9208.72,4,2780.30
C1032568,1970-03-10,46,46,M,PATNA,14453.28,1,138.84
C1039652,1975-03-17,41,41,F,BANGALORE,11606.88,3,3290.04
C1049286,1975-02-24,41,41,M,AHMEDABAD,25348.15,1,227.12
C1003796,,,42,M,NEW DELHI,88298.02,2,93.94
C1047469,1981-11-22,35,35,M,KOLKATA,19784.96,2,1694.69
C1036927,1969-05-09,47,47,M,HYDERABAD,46000.48,1,138.27
C1019064,1994-12-14,22,22,M,BANGALORE,138228.09,2,305.31
C1034029,1964-07-28,52,52,M,MUMBAI,10877.96,2,744.32
C1045959,1956-11-15,60,60,M,PUNE,13338.81,2,1862.76
C1045521,1964-11-15,52,52,F,INDORE,21333.45,2,3469.71
C1037081,1994-03-13,22,22,M,MUMBAI,12542.47,3,3950.78
C1033478,1965-09-19,51,51,M,KOLKATA,3793.64,1,247.31
C1048471,1969-01-27,47,47,M,MUMBAI,7336.25,3,2734.12
C1046969,1994-09-12,22,22,M,NEW DELHI,8939.34,3,1736.12
C1023981,1983-05-14,33,33,M,GURGAON,4751.36,2,2299.35
C1039345,1965-02-09,51,51,M,BANGALORE,302108.10,2,1122.31
C1014144,1982-01-11,34,34,M,MUMBAI,45213.56,4,3552.12
C1010566,1975-02-26,41,41,M,NEW DELHI,27408.10,2,658.50
C1045856,1974-09-26,42,42,F,BANGALORE,7419.16,3,2249.79
C1002780,,,42,F,PUNE,79702.15,4,6070.01
C1010030,1959-05-10,57,57,F,PUNE,6257.82,1,25.84
C1005979,1957-11-17,59,59,M,AHMEDABAD,5292.80,3,625.51
C1028536,1954-09-19,62,62,M,NOIDA,34637.74,1,34.81
C1045988,1997-04-13,19,19,M,HYDERABAD,8629.72,5,3353.75
C1038259,1954-09-02,62,62,M,MUMBAI,3845.06,2,1581.66
C1023079,1961-12-27,55,55,M,CHENNAI,20378.82,3,3840.85
C1006751,1961-07-23,55,55,F,KOLKATA,15195.21,1,38.29
C1032803,1951-09-27,65,65,UNKNOWN,HYDERABAD,64011.18,2,6564.21
C1011669,1993-04-11,23,23,M,NEW DELHI,28570.14,1,448.81
C1020809,1957-12-27,59,59,M,NEW DELHI,8132.59,2,356.71
C1019487,1995-12-06,21,21,F,HYDERABAD,12330.33,2,423.97
C1040875,1976-01-16,40,40,F,NEW DELHI,12299.58,3,2289.28
C1020947,1960-08-06,56,56,F,HYDERABAD,4019.71,2,664.56
C1036051,1974-05-10,42,42,UNKNOWN,KOLKATA,50768.08,2,331.52
C1049976,1954-02-20,62,62,F,BANGALORE,6334.07,3,6205.40
C1048624,1996-08-12,20,20,F,NEW DELHI,160229.97,2,1033.78
C1002909,1996-03-17,20,20,F,KOLKATA,10239.75,3,1030.87
C1001257,1994-02-28,22,22,M,MUMBAI,7726.23,2,831.51
C1016098,1983-01-07,33,33,M,MUMBAI,32596.14,4,4228.51
C1049837,1966-07-02,50,50,M,CHENNAI,16282.19,2,511.71
C1041932,1953-08-17,63,63,M,NOIDA,9806.08,2,461.53
C1001709,1992-06-15,24,24,M,BANGALORE,306998.87,4,2452.67
C1026293,1993-11-22,23,23,M,HYDERABAD,29514.23,3,1356.77
C1046765,1997-01-20,19,19,M,GURGAON,12827.93,4,3040.85
C1030168,,,42,M,AHMEDABAD,10301.82,2,1380.90
C1049512,1966-01-20,50,50,M,CHENNAI,4400.15,1,358.00
C1046669,1988-03-11,28,28,M,NEW DELHI,18388.90,1,574.01
C1047801,1953-02-02,63,63,M,BANGALORE,7105.46,2,544.43
C1018428,1996-03-14,20,20,M,AHMEDABAD,3891.28,2,456.34
C1000157,1986-10-21,30,30,M,SURAT,21424.86,1,389.74
C1015220,1996-05-06,20,20,F,MUMBAI,2614.06,1,160.35
C1008596,1958-02-08,58,58,M,PUNE,24693.97,3,2205.77
C1016170,1966-08-06,50,50,F,HYDERABAD,28408.48,2,433.77
C1000544,1962-02-04,54,54,M,KOLKATA,19973.01,3,1382.99
C1034626,1957-10-20,59,59,M,MUMBAI,24868.35,2,3550.19
C1016715,1967-02-18,49,49,F,MUMBAI,4453.12,1,113.58
C1008091,,,42,F,NEW DELHI,19020.57,1,422.98
C1038048,1959-01-28,57,57,M,MUMBAI,5195.47,2,2458.92
C1048133,1983-06-16,33,33,M,SURAT,29775.48,3,6018.02
C1003786,1993-04-15,23,23,M,THANE,36179.84,3,3079.06
C1031623,,,42,M,MUMBAI,39388.17,4,1656.79
C1044931,,,42,M,PUNE,33540.56,2,1202.54
C1014815,1957-07-27,59,59,M,HYDERABAD,109419.68,5,4317.59
C1048051,1958-04-18,58,58,F,HYDERABAD,47197.70,2,335.63
C1047512,,,42,M,BANGALORE,14031.67,4,1073.41
C1018325,1974-12-06,42,42,M,CHENNAI,11068.69,3,1055.02
C1019285,1985-10-25,31,31,M,MUMBAI,6610.29,2,324.39
C1010080,1992-11-10,24,24,M,MUMBAI,13369.90,3,1053.61
C1010385,1974-01-28,42,42,F,NOIDA,5856.24,4,1458.48
C1047025,1984-12-28,32,32,M,NOIDA,32435.95,2,1813.62
C1003540,1955-11-14,61,61,M,MUMBAI,27859.88,2,1746.13
C1040978,1991-02-21,25,25,M,SURAT,38133.83,3,1088.04
C1036775,,,42,F,BANGALORE,10996.70,3,2405.14
C1028608,1991-07-26,25,25,M,CHENNAI,19716.94,4,6136.80
C1002277,1984-05-25,32,32,F,HYDERABAD,6056.98,1,118.30
C1044464,1975-05-11,41,41,M,NOIDA,40061.80,2,2233.49
C1013152,1996-03-12,20,20,F,MUMBAI,3488.66,4,3161.44
C1028684,1997-03-05,19,19,M,MUMBAI,3860.81,3,2371.65
C1023459,1992-04-26,24,24,M,HYDERABAD,6938.62,2,1570.41
C1016229,1993-08-08,23,23,F,THANE,21084.89,4,6832.16
C1010602,1978-10-10,38,38,M,BANGALORE,19711.02,1,29.91
C1000705,1988-06-18,28,28,M,MUMBAI,34939.73,3,1014.53
C1012669,1975-10-02,41,41,M,MUMBAI,18557.13,2,836.06
C1015541,1956-06-18,60,60,M,MUMBAI,5264.06,1,1861.46
C1035028,1958-10-13,58,58,M,NOIDA,24139.13,2,881.31
C1032478,1966-07-23,50,50,M,HYDERABAD,10340.39,2,1366.17
C1021626,1986-12-27,30,30,F,HYDERABAD,39832.35,3,2931.94
C1048602,,,42,M,CHENNAI,139618.45,4,1736.53
C1002259,1956-07-21,60,60,M,NOIDA,3967.18,4,3058.65
C1008353,1982-12-27,34,34,UNKNOWN,NEW DELHI,6568.36,1,16503.51
C1039882,1957-03-06,59,59,M,KOLKATA,37391.37,1,186.18
C1038581,1990-11-09,26,26,M,BANGALORE,45195.00,3,2224.57
C1035278,1995-09-23,21,21,F,HYDERABAD,49031.19,3,976.80
C1032147,1976-06-11,40,40,M,MUMBAI,6108.84,1,366.28
C1023296,1958-04-07,58,58,F,CHENNAI,9434.96,4,1165.12
C1009371,1983-12-27,33,33,M,CHENNAI,19452.61,2,1703.58
C1021950,1968-07-28,48,48,M,BANGALORE,76769.73,2,271.22
C1021037,,,42,M,BANGALORE,845.87,2,1126.20
C1031562,1990-09-22,26,26,M,MUMBAI,14433.26,2,1364.18
C1001387,1962-04-17,54,54,M,BANGALORE,3018.14,3,3309.54
C1012166,1989-12-21,27,27,M,GURGAON,21683.20,4,6580.50
C1027192,1982-06-27,34,34,M,CHENNAI,52877.10,3,1339.48
C1045548,1955-04-08,61,61,F,BANGALORE,4054.38,4,5701.93
C1030737,1961-08-19,55,55,F,HYDERABAD,26585.72,2,684.39
C1007942,1976-01-04,40,40,M,NEW DELHI,7892.73,3,2685.05
C1034535,1967-12-05,49,49,M,MUMBAI,18593.92,4,2109.74
C1033429,1980-08-18,36,36,M,PATNA,16114.79,3,2414.57
C1011634,1995-03-06,21,21,M,NOIDA,28494.55,4,1190.59
C1049090,1995-08-28,21,21,M,GURGAON,6105.63,1,83.55
C1040910,,,42,F,MUMBAI,15795.26,2,1682.17
C1035452,1994-07-19,22,22,F,THANE,51276.21,2,1342.43
C1035613,,,42,M,CHENNAI,6794.62,4,9307.36
C1036281,1977-09-04,39,39,M,NEW DELHI,36838.94,2,3099.54
C1030660,1976-08-06,40,40,M,BANGALORE,2814.72,3,2601.62
C1007001,1982-04-13,34,34,M,NEW DELHI,9191.99,3,871.97
C1027340,1958-11-01,58,58,M,MUMBAI,24497.64,3,732.34
C1041744,1978-10-06,38,38,M,PUNE,45916.78,4,11230.88
C1047069,1981-10-22,35,35,M,KOLKATA,14199.69,2,1204.78
C1047446,1985-02-20,31,31,F,GURGAON,13540.87,2,1829.37
C1047461,1970-12-21,46,46,M,MUMBAI,30809.54,5,12268.29
C1027740,,,42,M,NEW DELHI,5072.10,4,1245.90
C1004814,1993-01-23,23,23,F,HYDERABAD,173143.73,1,253.03
C1028939,1968-12-22,48,48,M,HYDERABAD,23442.45,4,3005.74
C1030981,1989-09-12,27,27,M,NEW DELHI,5552.06,1,202.51
C1038230,1994-08-07,22,22,F,BANGALORE,13415.23,1,634.97
C1008453,1972-12-22,44,44,M,LUCKNOW,55414.68,2,239.41
C1018549,1963-10-12,53,53,F,MUMBAI,49305.54,1,121.43
C1017124,1990-02-02,26,26,M,NEW DELHI,19935.85,4,9228.77
C1020915,1988-11-04,28,28,F,PUNE,36820.33,1,77.79
C1006014,1992-03-26,24,24,M,AHMEDABAD,7422.02,3,3088.08
C1031183,1981-07-14,35,35,M,BANGALORE,2616.94,1,359.65
C1049899,1976-06-10,40,40,M,NEW DELHI,9022.17,2,1774.79
C1010074,1992-02-14,24,24,M,THANE,44701.90,1,21.25
